tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_000036-T1_mrna	gene-CEP52_000036	5.138841	6.245828	25.08736	11.966722	10.953464	0	0	0	0	0	0	0	0	0	0	0
CEP52_000037-T1_mrna	gene-CEP52_000037	71.821705	23.263147	23.374659	8.342842	15.299344	0	0	0	0	0	0	0	0	0	0	0
CEP52_000038-T1_mrna	gene-CEP52_000038	0	4.07513	0	23.327173	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000039-T1_mrna	gene-CEP52_000039	0	0	0	0	10.270451	0	0	0	0	0	0	0	0	0	0	0
CEP52_000040-T1_mrna	gene-CEP52_000040	16.611769	50.424959	27.031526	28.907103	0	0	0	0	0	0	0	0	0	0	0	59.64589
CEP52_000041-T1_mrna	gene-CEP52_000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000042-T1_mrna	gene-CEP52_000042	0	14.304118	0	40.100785	37.640525	0	0	0	0	0	0	0	0	0	0	0
CEP52_000043-T1_mrna	gene-CEP52_000043	0	8.198802	5.48282	0	5.391671	0	0	0	0	0	0	0	0	0	0	12.09729
CEP52_000044-T1_mrna	gene-CEP52_000044	0	18.081469	7.271163	0	19.0269	0	0	0	0	0	0	0	0	0	0	0
CEP52_000045-T1_mrna	gene-CEP52_000045	0	7.059172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000046-T1_mrna	gene-CEP52_000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000047-T1_mrna	gene-CEP52_000047	4.538747	9.195854	11.078943	10.57661	4.838061	0	0	113.971633	0	0	229.311867	0	0	0	0	0
CEP52_000048-T1_mrna	gene-CEP52_000048	202.813701	282.661857	299.995726	401.727114	117.425701	0	0	0	0	1848.445276	0	491.711623	0	0	0	1059.215899
CEP52_000049-T1_mrna	gene-CEP52_000049	0	46.592788	15.663073	22.058254	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000050-T1_mrna	gene-CEP52_000050	53.203561	73.158949	60.60148	135.424663	45.285853	220.616073	0	0	0	0	0	0	0	0	0	229.23741
CEP52_000051-T1_mrna	gene-CEP52_000051	733.396959	723.754628	623.181071	618.258147	744.360477	676.096998	0	0	0	0	0	435.113237	0	0	0	117.035466
CEP52_000052-T1_mrna	gene-CEP52_000052	34.2428	27.497243	0	0	72.355072	0	0	0	0	0	0	0	0	0	0	0
CEP52_000053-T1_mrna	gene-CEP52_000053	90.430864	137.121257	165.542991	78.412005	192.393903	0	0	0	0	0	570.013575	0	0	0	0	0
CEP52_000054-T1_mrna	gene-CEP52_000054	180.589692	248.451086	191.010761	303.527192	201.848787	374.374669	0	453.790119	0	0	0	0	0	0	0	194.526381
CEP52_000055-T1_mrna	gene-CEP52_000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000056-T1_mrna	gene-CEP52_000056	146.742067	173.600537	118.631914	471.019214	465.127617	0	0	0	0	0	0	0	0	0	0	0
CEP52_000057-T1_mrna	gene-CEP52_000057	15.709556	0	12.780749	54.213231	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000058-T1_mrna	gene-CEP52_000058	0	16.38266	21.990826	15.585351	14.366915	280.266075	0	0	0	0	681.077486	361.324231	0	0	0	97.0514
CEP52_000059-T1_mrna	gene-CEP52_000059	9.607404	0	7.816729	0	10.225249	0	0	241.438723	0	0	0	0	0	0	0	0
CEP52_000060-T1_mrna	gene-CEP52_000060	8.40288	3.405341	10.255622	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000061-T1_mrna	gene-CEP52_000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000062-T1_mrna	gene-CEP52_000062	0	5.234348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000063-T1_mrna	gene-CEP52_000063	9.551009	10.650351	11.657113	2.789001	10.187514	0	0	0	0	0	0	0	0	0	0	17.146941
CEP52_000064-T1_mrna	gene-CEP52_000064	31.292908	213.769296	178.194962	0	231.604995	0	0	0	0	0	0	0	0	0	0	0
CEP52_000065-T1_mrna	gene-CEP52_000065	0	1.704313	3.421843	4.901907	4.48329	0	0	0	0	0	0	0	0	0	0	0
CEP52_000066-T1_mrna	gene-CEP52_000066	43.379308	40.980345	11.764968	50.386835	38.501903	149.860001	0	363.247546	0	0	0	0	2486.864915	0	0	51.919022
CEP52_000067-T1_mrna	gene-CEP52_000067	6.244603	15.174266	5.080875	0	39.917811	0	0	0	0	0	0	0	0	0	0	0
CEP52_000068-T1_mrna	gene-CEP52_000068	22.168292	14.95806	30.061432	8.581551	15.739857	0	0	185.636346	0	0	0	0	0	0	0	53.06474
CEP52_000069-T1_mrna	gene-CEP52_000069	134.463131	187.152428	0	0	140.774226	0	0	0	0	0	3355.69114	0	0	0	0	0
CEP52_000070-T1_mrna	gene-CEP52_000070	53.827586	28.015761	56.308862	8.927128	32.755719	0	0	0	0	0	0	0	0	0	0	110.441368
CEP52_000071-T1_mrna	gene-CEP52_000071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000072-T1_mrna	gene-CEP52_000072	0	13.135397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000073-T1_mrna	gene-CEP52_000073	3.413937	0	2.777804	0	0	0	0	0	0	0	0	0	0	0	0	24.516161
CEP52_000074-T1_mrna	gene-CEP52_000074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000075-T1_mrna	gene-CEP52_000075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000076-T1_mrna	gene-CEP52_000076	0	0	0	0	0	0	0	0	0	0	660.645267	0	0	0	0	0
CEP52_000077-T1_mrna	gene-CEP52_000077	52.850495	120.855973	128.9895	101.105697	93.521799	0	0	0	0	0	0	0	0	0	0	126.508028
CEP52_000078-T1_mrna	gene-CEP52_000078	0	3.684173	0	0	0	0	0	0	0	0	0	0	0	0	0	65.384621
CEP52_000079-T1_mrna	gene-CEP52_000079	562.801225	251.653118	228.26274	689.943425	736.680422	0	0	0	0	0	0	0	0	0	0	0
CEP52_000080-T1_mrna	gene-CEP52_000080	0	4.23131	0	24.213406	11.131607	0	0	0	0	0	0	0	0	0	0	0
CEP52_000081-T1_mrna	gene-CEP52_000081	0	3.387449	0	0	0	0	0	0	0	0	0	0	0	0	0	180.313838
CEP52_000082-T1_mrna	gene-CEP52_000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000083-T1_mrna	gene-CEP52_000083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000084-T1_mrna	gene-CEP52_000084	0	10.821414	21.787924	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000085-T1_mrna	gene-CEP52_000085	8.274309	10.046753	6.732193	9.599418	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000086-T1_mrna	gene-CEP52_000086	124.621212	38.782982	62.396137	33.31418	81.622373	198.737772	0	963.624993	0	964.293947	0	0	0	0	0	68.840284
CEP52_000087-T1_mrna	gene-CEP52_000087	6.15629	4.986695	0	28.638486	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000088-T1_mrna	gene-CEP52_000088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000089-T1_mrna	gene-CEP52_000089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000090-T1_mrna	gene-CEP52_000090	0	22.221085	8.941458	0	0	0	0	0	0	0	0	0	0	0	0	78.920301
CEP52_000091-T1_mrna	gene-CEP52_000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000092-T1_mrna	gene-CEP52_000092	0	50.57843	0	20.547093	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000093-T1_mrna	gene-CEP52_000093	25.894643	20.845981	0	0	0	0	0	0	0	0	1300.476322	0	0	0	0	0
CEP52_000094-T1_mrna	gene-CEP52_000094	158.430635	116.891019	174.39673	107.989715	128.955336	0	0	234.191851	0	1875.102897	0	0	0	0	0	133.848772
CEP52_000095-T1_mrna	gene-CEP52_000095	948.800788	988.219079	1186.076033	633.552441	1300.104095	3361.922013	0	2914.018432	0	6948.032425	0	1231.449676	0	37677.095969	0	166.188033
CEP52_000096-T1_mrna	gene-CEP52_000096	0	0	24.919213	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000097-T1_mrna	gene-CEP52_000097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000098-T1_mrna	gene-CEP52_000098	60.090317	41.688653	55.875306	59.733267	63.974512	177.953006	0	0	0	0	0	0	0	0	0	61.64544
CEP52_000099-T1_mrna	gene-CEP52_000099	0	93.888506	59.674271	42.354231	117.002288	0	0	0	0	0	0	0	0	0	0	0
CEP52_000100-T1_mrna	gene-CEP52_000100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000101-T1_mrna	gene-CEP52_000101	80.837825	43.552457	76.729708	77.68928	0	279.397761	0	0	0	0	0	0	0	0	0	290.253083
CEP52_000102-T1_mrna	gene-CEP52_000102	0	0	28.300517	0	36.749773	0	0	0	0	0	0	0	0	0	0	0
CEP52_000103-T1_mrna	gene-CEP52_000103	0	12.812701	6.438501	0	8.426539	0	0	0	0	0	0	0	0	0	0	0
CEP52_000104-T1_mrna	gene-CEP52_000104	42.386731	119.866363	68.969835	32.564263	30.033909	0	0	0	0	0	0	0	0	0	0	0
CEP52_000105-T1_mrna	gene-CEP52_000105	10.989941	39.997954	0	12.710307	11.691797	0	0	0	0	0	0	0	0	0	0	0
CEP52_000106-T1_mrna	gene-CEP52_000106	29.011113	23.437545	11.801359	83.544988	61.662067	0	0	0	0	0	0	0	0	0	0	0
CEP52_000107-T1_mrna	gene-CEP52_000107	134.463131	106.944245	163.628153	440.397319	0	0	0	0	0	0	0	1753.634701	0	0	0	482.823179
CEP52_000108-T1_mrna	gene-CEP52_000108	66.257557	124.601138	35.93426	25.222726	93.67051	0	0	0	0	0	0	0	0	0	0	0
CEP52_000109-T1_mrna	gene-CEP52_000109	46.458036	81.295462	62.994545	0	16.452597	0	0	0	0	0	0	0	0	0	0	0
CEP52_000110-T1_mrna	gene-CEP52_000110	8.509651	36.209806	13.847906	4.959119	4.535807	0	0	106.837452	0	0	214.984563	0	0	0	0	0
CEP52_000111-T1_mrna	gene-CEP52_000111	52.370024	40.06815	37.876147	47.389051	24.800872	0	0	0	0	0	0	0	0	0	0	0
CEP52_000112-T1_mrna	gene-CEP52_000112	34.723073	23.398425	9.416886	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000113-T1_mrna	gene-CEP52_000113	275.690658	295.481819	149.515275	346.503561	32.396506	0	0	0	0	0	1536.373853	0	0	0	0	439.968275
CEP52_000114-T1_mrna	gene-CEP52_000114	35.898255	34.548574	51.115514	41.829209	71.749152	185.984862	0	0	0	0	0	0	0	0	0	0
CEP52_000115-T1_mrna	gene-CEP52_000115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000116-T1_mrna	gene-CEP52_000116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000117-T1_mrna	gene-CEP52_000117	69.512914	64.985782	43.50706	37.346434	56.983745	110.819107	0	0	0	0	0	143.552295	920.645499	0	0	0
CEP52_000118-T1_mrna	gene-CEP52_000118	0	14.039055	18.833772	13.377257	36.934072	0	0	0	0	0	0	0	0	0	0	83.117026
CEP52_000119-T1_mrna	gene-CEP52_000119	59.754496	141.003138	137.748134	103.785204	95.385727	206.473056	0	0	0	0	0	266.740978	0	0	0	71.517643
CEP52_000120-T1_mrna	gene-CEP52_000120	70.034027	52.612571	73.260662	34.752266	63.881901	0	0	0	0	0	0	535.921736	0	0	0	0
CEP52_000121-T1_mrna	gene-CEP52_000121	0	78.189303	0	212.245796	0	0	0	0	0	0	0	5085.509611	0	0	0	0
CEP52_000122-T1_mrna	gene-CEP52_000122	0	13.358195	40.382167	0	17.572573	0	0	0	0	0	1666.19011	441.67307	0	0	0	356.444305
CEP52_000123-T1_mrna	gene-CEP52_000123	604.804542	875.855721	804.086079	526.607675	768.101598	0	1952.628629	1484.012023	0	2961.898214	0	788.273137	0	0	0	741.516547
CEP52_000124-T1_mrna	gene-CEP52_000124	0	77.864326	0	0	206.537992	0	0	0	0	0	0	0	0	0	0	0
CEP52_000125-T1_mrna	gene-CEP52_000125	38.971501	20.999615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000126-T1_mrna	gene-CEP52_000126	63.058246	50.839065	68.399011	72.101401	0	0	0	0	0	0	0	0	0	34231.326378	0	301.88346
CEP52_000127-T1_mrna	gene-CEP52_000127	1400.30285	1688.872476	2447.953521	2968.535693	2962.648617	6186.534696	0	3755.596381	0	2974.323342	0	0	0	0	0	427.922942
CEP52_000128-T1_mrna	gene-CEP52_000128	196.278431	207.220674	152.75348	168.258649	190.797715	176.905752	0	0	0	0	0	0	0	41771.480403	0	61.282894
CEP52_000129-T1_mrna	gene-CEP52_000129	513.517628	357.740224	253.426158	214.827338	304.73952	0	0	0	0	0	0	0	0	0	0	302.26656
CEP52_000130-T1_mrna	gene-CEP52_000130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000131-T1_mrna	gene-CEP52_000131	21.689654	73.179187	111.767195	8.397806	53.902665	299.720003	0	0	0	0	0	0	0	0	0	155.757065
CEP52_000132-T1_mrna	gene-CEP52_000132	0	0	0	0	13.81175	269.382615	0	0	0	0	0	0	0	0	0	0
CEP52_000133-T1_mrna	gene-CEP52_000133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000134-T1_mrna	gene-CEP52_000134	43.837996	30.435681	56.050429	50.976324	33.360373	129.800162	0	0	0	0	316.250378	0	0	0	0	0
CEP52_000135-T1_mrna	gene-CEP52_000135	25.906255	27.957382	21.077926	20.028409	36.773852	0	0	0	0	0	0	0	0	0	0	0
CEP52_000136-T1_mrna	gene-CEP52_000136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000137-T1_mrna	gene-CEP52_000137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000138-T1_mrna	gene-CEP52_000138	62.931498	80.779267	142.236562	20.392417	52.191096	579.585148	0	0	2759.829666	0	0	0	602.611953	0	0	25.106862
CEP52_000139-T1_mrna	gene-CEP52_000139	22.312258	8.990677	18.151273	0	0	0	0	0	0	0	0	0	0	0	0	160.225494
CEP52_000140-T1_mrna	gene-CEP52_000140	0	21.094918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000141-T1_mrna	gene-CEP52_000141	0	19.047749	0	0	25.059442	0	0	0	0	0	0	0	0	0	0	0
CEP52_000142-T1_mrna	gene-CEP52_000142	87.582724	11.739026	0	0	30.888983	606.178127	0	0	0	0	0	0	0	0	0	0
CEP52_000143-T1_mrna	gene-CEP52_000143	12.799519	36.211237	20.827096	14.772549	40.828447	0	0	0	0	0	645.161471	0	0	0	0	0
CEP52_000145-T1_mrna	gene-CEP52_000145	0	21.22163	0	29.966424	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000146-T1_mrna	gene-CEP52_000146	30.011153	18.181225	61.040507	34.550244	15.944492	0	0	0	0	0	0	0	0	0	0	0
CEP52_000147-T1_mrna	gene-CEP52_000147	0	4.001285	8.047603	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000148-T1_mrna	gene-CEP52_000148	40.418861	49.157304	63.245277	36.285911	36.471805	0	0	0	0	0	0	0	0	0	0	66.982142
CEP52_000149-T1_mrna	gene-CEP52_000149	3.476648	1.409266	2.828828	4.055774	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000150-T1_mrna	gene-CEP52_000150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000151-T1_mrna	gene-CEP52_000151	115.818433	173.656532	148.067946	133.101991	193.298306	686.388831	0	0	0	0	0	441.67307	0	0	0	237.629537
CEP52_000152-T1_mrna	gene-CEP52_000152	17.267429	20.90683	0	0	18.335325	0	0	0	0	0	0	0	0	0	0	0
CEP52_000153-T1_mrna	gene-CEP52_000153	9.565183	30.958417	46.694284	11.080594	0	198.300765	0	0	0	0	0	0	0	0	0	0
CEP52_000154-T1_mrna	gene-CEP52_000154	24.718339	139.344359	120.655152	84.440222	261.893753	0	0	0	0	0	0	0	0	0	0	177.512335
CEP52_000155-T1_mrna	gene-CEP52_000155	12.687603	0	0	14.645253	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000156-T1_mrna	gene-CEP52_000156	225.976351	193.145784	183.834093	32.037655	89.686128	0	0	0	0	0	0	0	0	0	0	0
CEP52_000157-T1_mrna	gene-CEP52_000157	3647.947105	3000.846914	2217.677798	3063.845432	2178.107595	764.639266	0	2789.90022	0	0	0	1947.886615	0	0	0	1852.586643
CEP52_000158-T1_mrna	gene-CEP52_000158	1198.435582	1494.921893	1664.219161	1023.611344	1438.80077	933.997993	0	1132.1237	0	906.606622	454.677445	1448.750994	4644.319566	0	0	1941.237217
CEP52_000159-T1_mrna	gene-CEP52_000159	29.602976	23.913467	24.084171	85.220651	15.728604	0	0	0	0	0	0	0	0	0	0	0
CEP52_000160-T1_mrna	gene-CEP52_000160	0	3.770678	0	10.798972	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000161-T1_mrna	gene-CEP52_000161	0	0	2.351767	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000162-T1_mrna	gene-CEP52_000162	35.096339	14.189414	57.108623	0	12.443233	0	0	0	0	0	0	0	0	0	0	0
CEP52_000163-T1_mrna	gene-CEP52_000163	44.624517	71.925413	18.151273	0	23.656069	0	0	0	0	0	0	0	0	0	0	0
CEP52_000164-T1_mrna	gene-CEP52_000164	20.102125	20.328753	57.243617	23.273932	42.784001	0	0	252.605385	0	0	507.019231	0	0	0	0	0
CEP52_000165-T1_mrna	gene-CEP52_000165	0	58.593862	165.219023	100.253986	77.077583	0	0	0	0	0	0	0	0	0	0	0
CEP52_000166-T1_mrna	gene-CEP52_000166	33.45374	80.610575	81.645696	0	35.351807	694.930215	0	843.973474	0	0	0	0	0	0	0	480.548221
CEP52_000167-T1_mrna	gene-CEP52_000167	837.611899	1250.284218	1186.976925	705.82093	1029.852188	1121.865187	7136.8689	2723.558367	0	0	1356.553764	4305.098521	0	0	0	1358.280415
CEP52_000168-T1_mrna	gene-CEP52_000168	50.004561	60.399648	122.040853	56.921942	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000169-T1_mrna	gene-CEP52_000169	0	7.024367	14.160279	19.983381	18.481177	0	0	0	0	0	0	0	0	0	0	0
CEP52_000170-T1_mrna	gene-CEP52_000170	0	141.978632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000173-T1_mrna	gene-CEP52_000173	103.542809	13.856097	84.231814	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000174-T1_mrna	gene-CEP52_000174	51.055424	64.613703	114.23723	66.780945	129.180814	0	0	0	0	0	0	0	0	0	0	45.829744
CEP52_000175-T1_mrna	gene-CEP52_000175	0	20.365326	41.152917	57.564593	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000176-T1_mrna	gene-CEP52_000176	0	2.29271	23.026256	6.586221	12.062428	0	0	0	0	0	0	0	0	0	0	40.645546
CEP52_000177-T1_mrna	gene-CEP52_000177	0	35.281365	20.290228	14.397132	92.819621	0	0	0	0	0	0	333.555352	2138.00981	0	0	0
CEP52_000178-T1_mrna	gene-CEP52_000178	14.409525	17.462315	35.169723	83.000982	0	0	0	0	0	0	0	385.07059	0	0	0	0
CEP52_000179-T1_mrna	gene-CEP52_000179	209.326276	148.242611	113.541691	182.043411	157.850441	0	0	0	0	0	440.13751	0	0	0	0	125.267075
CEP52_000180-T1_mrna	gene-CEP52_000180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000181-T1_mrna	gene-CEP52_000181	66.54107	96.799737	10.827361	0	28.296377	0	0	0	0	0	0	0	0	0	0	95.567906
CEP52_000182-T1_mrna	gene-CEP52_000182	42.829788	75.909832	65.340848	74.784162	85.58057	0	0	268.906562	0	539.40637	0	0	0	0	0	76.892139
CEP52_000183-T1_mrna	gene-CEP52_000183	0	2.72825	5.481908	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000184-T1_mrna	gene-CEP52_000184	13.950051	16.945261	5.675136	8.104152	7.42951	0	0	0	0	0	0	0	0	0	0	0
CEP52_000185-T1_mrna	gene-CEP52_000185	14.654481	29.664927	65.578592	8.509936	7.803842	0	0	0	0	0	0	0	1260.104322	0	0	0
CEP52_000186-T1_mrna	gene-CEP52_000186	0	11.306245	0	16.127626	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000187-T1_mrna	gene-CEP52_000187	308.731561	229.633682	251.187774	103.785204	201.369867	206.473056	2638.975502	1251.450879	0	0	502.392457	533.481955	0	0	0	572.141144
CEP52_000188-T1_mrna	gene-CEP52_000188	52.757015	48.069126	26.828253	7.665528	7.025136	0	0	0	0	0	0	0	0	0	0	0
CEP52_000189-T1_mrna	gene-CEP52_000189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000190-T1_mrna	gene-CEP52_000190	0	0	0	8.439507	0	0	0	0	0	0	0	0	0	11857.604419	0	0
CEP52_000191-T1_mrna	gene-CEP52_000191	23.526106	57.139103	159.512793	54.614618	50.104908	0	0	0	0	0	0	0	0	0	0	0
CEP52_000192-T1_mrna	gene-CEP52_000192	40.664368	32.791683	33.081578	46.532226	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_000193-T1_mrna	gene-CEP52_000193	28.885964	27.26782	78.340173	66.919856	112.725802	0	0	0	0	0	0	0	0	0	0	69.144817
CEP52_000194-T1_mrna	gene-CEP52_000194	0	5.297132	53.321844	30.246159	0	0	0	0	0	0	0	701.032971	0	0	0	94.129081
CEP52_000195-T1_mrna	gene-CEP52_000195	466.781909	285.819771	269.507105	468.013985	431.983602	0	0	0	0	1511.509314	758.489969	0	0	0	0	108.129401
CEP52_000196-T1_mrna	gene-CEP52_000196	4.660221	3.776643	18.959073	0	0	96.577603	0	0	0	0	235.441004	0	0	0	0	0
